tmdb_id,name,biography,place_of_birth,birthday,deathday,gender,known_for_department,popularity,profile_img_url
88298,Song Young-chang,,"Gyeongsangnam-do, Chinhae, South Korea",1958-04-02,,2.0,Acting,5.828,https://image.tmdb.org/t/p/original/gcidJKlJtyr7mAlI3ffMRxBj0qG.jpg
2240619,Won Hyun-jun,,,,,2.0,Acting,2.962,https://image.tmdb.org/t/p/original/duuhbQUuLwpoxtTLZ1yLg5A7TB2.jpg
96784,Oh Ji-ho,,"Mokpo, South Korea",1976-04-14,,2.0,Acting,5.285,https://image.tmdb.org/t/p/original/fazANaJGfsSU0i7ko6QUV2EvMsu.jpg
2297605,Kim Byung Chan,,,,,,Acting,0.6,
1421184,Park Joo-hee,,South Korea,1987-08-28,,1.0,Acting,6.697,https://image.tmdb.org/t/p/original/5RlCnYiSyjiP2bOlx3faZ4mIJS6.jpg
1865300,Jung Ga-ram,,"Miryang, South Gyeongsang, South Korea",1993-02-23,,2.0,Acting,6.106,https://image.tmdb.org/t/p/original/vKk9FIHPRQlHXnxFZKTGVLHcIRV.jpg
1080935,Youn Yuh-jung,"Youn Yuh-jung (born June 19, 1947) is a South Korean actress. In a film and television career spanning nearly 40 years, Youn is best known for starring in Kim Ki-young's Woman of Fire (1971), Im Sang-soo's The Housemaid (2010), The Taste of Money (2012), and  Minari (2020) for which she gained international fame along with numerous awards from this performance, winning an award each from Critics Choice, SAG, BAFTA, and Academy Awards for her supporting performance.","Gaeseong, Gyeonggi, Korea",1947-06-19,,1.0,Acting,5.1,https://image.tmdb.org/t/p/original/rSoSAX85gvPNSWmWXcCaJ2eBPrp.jpg
2658776,Jung Seo In,,,,,1.0,Acting,0.6,
1493898,Yoon Chan-young,,"Seoul, South Korea",2001-04-25,,2.0,Acting,7.265,https://image.tmdb.org/t/p/original/7Al19wuV9XnjIiiPlsor3MK84Kx.jpg
1252344,Park Jae-jung,,"Daegu, South Korea",1980-06-24,,2.0,Acting,2.257,
2125943,Go Geon-han,"Go Geon Han (formerly known as Kim Min Kyu) is a South Korean actor born on December 20, 1988. He studied Theater and Film at Kyungsung University and made his debut in the movie “Shadow Island” (2014). He made his drama debut in 2017, appearing in the series “If I Were a Season.” Later the same year, he followed up with a supporting role in “I’m Not a Robot.” In 2018, he appeared in “Mama Fairy and the Woodcutter.” More recently, he has appeared in “Special Labor Inspector, Mr. Jo” (2019) and “The Joseon Romantic-Comedy Tale of Nok-Du” (2019).",,1988-12-20,,2.0,Acting,10.642,https://image.tmdb.org/t/p/original/x9wPSUH71He1brPS4dsrcfN9flo.jpg
1238556,Kim Ji-sook,,,,,1.0,Acting,0.6,
150912,Lee Jung,,"Seongnam, Gyeonggi, South Korea",1981-10-24,,2.0,Acting,1.772,https://image.tmdb.org/t/p/original/7u0rb8Qh1BKkWWVtNqYKbW15n6j.jpg
1241032,Kim Hee-chul,"Kim Hee-chul, better known by the mononym Heechul, is a South Korean singer, songwriter, presenter, and actor. He is a member of South Korean boy band Super Junior and has further participated in its subgroup, Super Junior-T as well as project group with TRAX's Jungmo, M&D. Aside from group activities, he participated in various television dramas, appeared as a radio DJ and television presenter.","Hoengseong, Gangwon, South Korea",1983-07-10,,2.0,Acting,6.168,https://image.tmdb.org/t/p/original/omdQoUf1JUS8djXEkj5pqaFRKcm.jpg
1638474,Kang Rae-yeon,,"Seoul, South Korea",1981-03-19,,1.0,Acting,2.943,https://image.tmdb.org/t/p/original/fcZmQcqqWAz6r8cMUVz2oLgArh6.jpg
1881078,Bona,,"Daegu, South Korea",1995-08-19,,1.0,Acting,3.365,https://image.tmdb.org/t/p/original/zaK0OwIQ6DU8pCR4jXfoP23e7GB.jpg
1257613,Go Joo-won,,,1981-10-16,,,Acting,5.385,https://image.tmdb.org/t/p/original/vUUpHyLJJ7tMk41cVvk7gj0hXDX.jpg
1876417,Lee Kyung-jin,,"Seoul, South Korea",1956-10-02,,1.0,Acting,5.003,https://image.tmdb.org/t/p/original/xjgnqwNv2fYO789wTrDFqt071pa.jpg
1380844,James Kim Su-Hyeon,,,1978-02-14,,2.0,Acting,2.086,
1322003,Baek Seo-bin,,,1984-09-07,,2.0,Acting,1.846,https://image.tmdb.org/t/p/original/5RD7lxR0az3RSjmnGmeQ1SfNq6T.jpg
1294798,Lim Hyun-sung,,,1979-04-21,,2.0,Acting,2.775,https://image.tmdb.org/t/p/original/iSiJDTe7DcBCRuihwfEGyqGDMdr.jpg
239927,Im Ha-ryong,,"Danyang County, North Chungcheong, South Korea",1952-10-31,,2.0,Acting,4.509,https://image.tmdb.org/t/p/original/u3GvkCflbBNEwFHnuQqWrVGppM2.jpg
2992813,Jian,,,,,,Acting,0.98,
1254557,Kim Yoon-hye,"Kim Yoon-hye is a South Korean actress. She first appeared on a 2002 magazine cover of Vogue Girl Korea, and also modeled for MTV Asia in 2005 before starring in several music videos. Wikipedia","Seoul, South Korea",1991-05-24,,1.0,Acting,10.139,https://image.tmdb.org/t/p/original/sBMmdoZNbL9XjRyxibxGYki4jMn.jpg
2004692,Kim Young-woong,,"Busan, South Korea",1971-02-20,,2.0,Acting,4.363,https://image.tmdb.org/t/p/original/ws3OSpqIhgxe2AUk8gKjn65ZehG.jpg
3581705,Kim Jeong-seok,,,,,,Acting,0.828,
3489653,Park Jae-jun,,,2014-12-03,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/9EYPTKpxVlBPg9N53Q8LCFQcaED.jpg
3226667,Yoo Ji-hyun,,,1986-01-01,,1.0,Acting,4.382,
1336803,Jung Heung-Chae,,,1964-08-15,,2.0,Acting,2.165,https://image.tmdb.org/t/p/original/oXKosd60pTiOMUcZcG4KhYaY3Yv.jpg
1989403,Shin Joohyup,,,,,,Acting,0.6,https://image.tmdb.org/t/p/original/A2AToxE91pSzUWO9xQjDcAh9vFF.jpg
1180185,Choi Jae-sung,,Seoul - South Korea,1964-11-18,,2.0,Acting,3.804,https://image.tmdb.org/t/p/original/l6wTRfPF8R1j62ozp7bHo1Kr8bp.jpg
1206963,Kyung Soo-jin,Kyung Soo-jin is a South Korean actress.,"Incheon, South Korea",1987-12-05,,1.0,Acting,10.28,https://image.tmdb.org/t/p/original/mSitZjt2bwIdUpD7UNCXw9Aj9Y8.jpg
2240617,Kim Mi-hwa,,,1974-07-29,,1.0,Acting,2.542,https://image.tmdb.org/t/p/original/sIPiMfwY2WgOX4fE5wSQgknCyRl.jpg
150244,Lee Ho-Young,,South Korea,1980-06-23,,2.0,Acting,1.546,https://image.tmdb.org/t/p/original/aEAVWwzGN6HAwNijhFqZ4zr8Xp5.jpg
1637632,Lee Soo-young,,"Seoul, South Korea",1979-04-12,,1.0,Acting,0.6,
1715368,Jang Doo-ik,,,,,,Directing,1.128,
1253440,Lee Tae-gon,,"Daejeon, South Korea",1977-11-27,,2.0,Acting,4.871,https://image.tmdb.org/t/p/original/x3RFDUb21DhF9Y8mCPxj4tTlduq.jpg
1863422,Kang Hong-suk,,,1986-02-11,,2.0,Acting,3.64,https://image.tmdb.org/t/p/original/zsFLX87yKye13rW7YZ2ZmjlH7Gy.jpg
1243894,Won-joong Jeong,,,,,,Acting,0.6,
1234597,Jeong Jun-ha,,"Seoul, South Korea",1971-03-18,,2.0,Acting,4.145,https://image.tmdb.org/t/p/original/dqSgIOGPETMrP1qounCtrcP68Qr.jpg
1875780,Im Da-young,"Im Da Young, known mononymously as Dayoung, is a member of the South Korean girl group Cosmic Girls (WJSN).

Dayoung is a South Korean singer and actress who was born in Jeju, South Korea, on May 14, 1999. She made her debut as a member of the K-pop girl group WJSN (also known as Cosmic Girls) on February 25, 2016, with the EP “Would You Like?” She contributed a song to the soundtrack of “Meow, The Secret Boy” in 2020 and made her acting debut in the drama series “Love Revolution” (2020).","Jeju Island, South Korea",1999-05-14,,1.0,Acting,2.562,https://image.tmdb.org/t/p/original/1EDTamKIfwS2ZH5Ama7FGsyChmK.jpg
1251581,Kim Soo-hyun,,"Seoul, South Korea",1988-02-16,,2.0,Acting,6.067,https://image.tmdb.org/t/p/original/vJYpQOD8Kb4TjPwcCXYlTyr80Hz.jpg
3008522,Kim Min-gwi,,South Korea,1994-09-30,,2.0,Acting,3.502,https://image.tmdb.org/t/p/original/qBOxRyaXPfshr60QZfNHCLgC1oj.jpg
1122779,Kim Myung-soo,,,1966-08-27,,2.0,Acting,4.736,https://image.tmdb.org/t/p/original/pEAUSMEr5sxC5bHpu6UJnNs6t4W.jpg
2078977,Jun Guk-hyang,,South Korea,1963-07-26,,1.0,Acting,6.049,https://image.tmdb.org/t/p/original/A5Oe9ZBaKlXiIkaSYAetr4fym15.jpg
3173274,Byeon Seo-yoon,,,1996-12-03,,1.0,Acting,6.348,https://image.tmdb.org/t/p/original/7YvErJJbG4TwI74c0e89x9l1gWJ.jpg
2204431,Cha Mi-kyeong,,,1965-07-25,,1.0,Acting,4.208,https://image.tmdb.org/t/p/original/e1iTjY1FitE4vMu6s25Qmrf6qXc.jpg
1294946,Cho Min-soo,,"Seoul, South Korea",1965-01-29,,1.0,Acting,5.992,https://image.tmdb.org/t/p/original/1dC0ZRTWlvFEcDk4O6peI97zsVM.jpg
1128110,Nam Jung-hee,,,,,1.0,Acting,1.96,
1924143,Kwon So-hyun,,"Seoul, South Korea",1994-08-30,,1.0,Acting,2.711,https://image.tmdb.org/t/p/original/a15HpmysRwaQC5zMrE6tsjTyGfi.jpg
3119646,Rho Sang-bo,,,1990-02-23,,2.0,Acting,1.102,https://image.tmdb.org/t/p/original/q5YeRsO6CPdf0KUFIR3lo8F5Mrk.jpg
1623728,Uhm Hyun-kyung,,"Nonsan, South Chungcheong, South Korea",1986-11-04,,1.0,Acting,5.36,https://image.tmdb.org/t/p/original/ekBPnpmP8nN2XMpujoC3A4SU6IJ.jpg
127566,Lee Ki-woo,"Ki-woo Lee was born on October 23, 1981 in South Korea. He is an actor, known for Memory (2016), Voices (2007) and Misbehavior (2016).","Seoul, South Korea",1981-10-23,,2.0,Acting,8.239,https://image.tmdb.org/t/p/original/sS1wmmunXNRlBxoQu2LuYMYY2H.jpg
1993741,Oh Ha-nee,,South Korea,1990-03-27,,1.0,Acting,3.532,https://image.tmdb.org/t/p/original/QbcYTklzhepG3nfnCYJn2T5tB4.jpg
1588424,Shin Yoon-ju,,,1995-10-14,,1.0,Acting,2.81,https://image.tmdb.org/t/p/original/eO63Q3yejl9AFPLjCF94eAhm9qJ.jpg
1128092,Won Tae-hee,,,1978-12-13,,2.0,Acting,2.73,https://image.tmdb.org/t/p/original/uormW0L8O26psVmzJuw06xOm1ag.jpg
1257661,Lee El,"Kim Ji-hyun, better known by her stage name EL (or Lee El), is a South Korean actress, best known as Lee Byung-hun's ill fated love interest in Inside Men.","Seoul, South Korea",1982-08-26,,1.0,Acting,12.82,https://image.tmdb.org/t/p/original/cXG6IcCaqtn6BD5bDAFqVTbsUDD.jpg
1950811,Jeon Ji Hoo,,,1985-10-22,,2.0,Acting,2.754,https://image.tmdb.org/t/p/original/he4gEsKE4gOTesnixVDCYX0Aggq.jpg
3307799,Son Ho-gyun,,,,,,Acting,0.6,https://image.tmdb.org/t/p/original/8yv7TS4vI3HhXnqE3WELzB6RXiy.jpg
2074082,Yoo Ki-hyun,Kihyun is a vocalist in South Korean boy group Monsta X.,"Goyang, Gyeonggi, South Korea",1993-11-22,,2.0,Acting,1.33,https://image.tmdb.org/t/p/original/jc5DgGNBdTBGJ5GONY2nYU3XJLV.jpg
1199744,Jun Suk-ho,,,1984-05-02,,2.0,Acting,5.134,https://image.tmdb.org/t/p/original/efkahikl99dK2guWiib35Ep4Vkk.jpg
2684063,Baek Ik-nam,,,,,,Acting,0.627,
1988892,Lee Na-Yoon,,,2007-07-16,,1.0,Acting,2.786,https://image.tmdb.org/t/p/original/2Q03qg2Tj0hi2ERD05fn4eeCBmY.jpg
1235047,Lee Ji-hoon,," Seoul, South Korea",1979-03-27,,2.0,Acting,3.964,https://image.tmdb.org/t/p/original/9S4GYRjFLszGLPBd0tyHd3bSTSe.jpg
1447365,Choi Hee-seo,,"Seoul, South Korea",1986-12-24,,1.0,Acting,2.648,https://image.tmdb.org/t/p/original/7IXoF4A7hhUgKCtXf1V4Ro4WytV.jpg
3281037,Hong Seo-hee,,,,,1.0,Acting,1.586,https://image.tmdb.org/t/p/original/jxp8dMAKEgzNPrEW8OKiWbeIwyu.jpg
1717333,Lee You-jin,"Lee Yoo-jin is a South Korean actor. He is best known for his role as Kwon Ho-chang in the 2017 television series Hello, My Twenties! 2, and the 2019 drama Be Melodramatic.","Seoul, South Korea",1992-04-06,,2.0,Acting,4.557,https://image.tmdb.org/t/p/original/qFZrkEBipXShtJHIMPOJnFmrQ8G.jpg
3132666,Jeong Hee-young,,,,,2.0,Acting,0.98,
1777743,Jung Jin,,,,,,Acting,1.4,
2519070,Chang Ki-ha,,"Seoul, South Korea",1982-02-20,,2.0,Acting,1.22,https://image.tmdb.org/t/p/original/xxzMvMshzZFPliSr6ocbimzpUjw.jpg
1442579,Kim Tae-hyung,,"Seoul, South Korea",1988-02-05,,2.0,Acting,2.34,https://image.tmdb.org/t/p/original/roEKxWR1h7RjrAUKNmgs2GOio3z.jpg
1492833,So Yoo-jin,,"Seoul, South Korea",1981-08-11,,1.0,Acting,2.841,https://image.tmdb.org/t/p/original/rXv77d0AayM7rJUkzbQX4OysrKv.jpg
560074,Song Sam-dong,,"Busan, South Korea",1980-07-31,,2.0,Acting,1.47,
3515063,Hwang Dong-joo,,,1974-04-15,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/6KtfRpzRs32EEfUAheIeyOsV3Gn.jpg
85173,Go Soo,,"Nonsan, Chungchungnam, South Korea",1978-10-04,,2.0,Acting,7.1,https://image.tmdb.org/t/p/original/tivtxjQFBzZBwI3wKewu4jAqyr5.jpg
1755621,Sung Joo,,"Incheon, South Korea",1994-02-16,,2.0,Acting,1.537,https://image.tmdb.org/t/p/original/iQtcVdHHtvRKKEtXZ8Vt1NRjlk7.jpg
117372,Park Kwang-hyun,,"Yangyang, Gangwon, South Korea",1977-10-11,,2.0,Acting,1.73,https://image.tmdb.org/t/p/original/lA6Vs4Vu1CqPu9esJE0O4CxSV6i.jpg
1761325,Ko In-beom,,,1959-10-05,,2.0,Acting,3.437,https://image.tmdb.org/t/p/original/xaZhMg09wDSqTVbSDL1oApxBZcl.jpg
1413827,Lee Hye-ri,,"Gwangju, Gyeonggi, South Korea",1994-06-09,,1.0,Acting,8.725,https://image.tmdb.org/t/p/original/kOevyh6gFOJrygx08et5rz7E3Cu.jpg
1349160,Guzal Tursunova,,,1985-04-25,,1.0,Acting,4.23,
223144,Kim Sung-su,,South Korea,1975-05-23,,2.0,Acting,2.493,https://image.tmdb.org/t/p/original/tswwrI0eqPU0gt1DXBsWgOwDunJ.jpg
1254975,Shin Hyun-bin,,South Korea,1986-04-10,,1.0,Acting,11.129,https://image.tmdb.org/t/p/original/ajYk4UgT4hYCvfo0LA1SFJt9mTU.jpg
1280738,Bang Eun-hee,,South Korea,1967-12-01,,1.0,Acting,4.315,https://image.tmdb.org/t/p/original/fM7SBSmlh12mNte5aqJIwjxUrVr.jpg
2122115,Chung Yoon-hye,,"Daejeon, South Korea",1990-04-14,,1.0,Acting,1.312,https://image.tmdb.org/t/p/original/w9JaPhX81t3rmqN26MweFdBFYTA.jpg
3481219,Yun Sang-jeong,,,1998-01-17,,1.0,Acting,0.876,https://image.tmdb.org/t/p/original/pOwEfgsFJhYQ8PtxtQW0aaeW0nR.jpg
2133923,Lee Joong-ok,,,,,2.0,Acting,6.237,https://image.tmdb.org/t/p/original/fMkBpHRElwNatevfGinSv248bYg.jpg
2604508,Park Yeon Woo,,South Korea,,,2.0,Acting,0.98,https://image.tmdb.org/t/p/original/zGkN7hdTigYlWM6PU7CvwNuwNl2.jpg
112013,Rain,,"Seosan, South Chungcheong, South Korea",1982-06-25,,2.0,Acting,7.203,https://image.tmdb.org/t/p/original/aXOjIBUxu7fmBOxTJcgYmtTKD1D.jpg
2805080,Shin Jae-hwi,,,1994-02-17,,2.0,Acting,3.625,https://image.tmdb.org/t/p/original/s4od0kMYFzJkJN5cU0HKlBmGkU2.jpg
70338,Gong Hyung-jin,Gong Hyung-jin is a South Korean actor and television host.,"Seoul, South Korea",1969-04-10,,2.0,Acting,2.415,https://image.tmdb.org/t/p/original/Qr28OEOVsWTkoZOdJo11VSQmQn.jpg
1908254,Choi Ran,,,1960-11-30,,1.0,Acting,0.84,https://image.tmdb.org/t/p/original/ngDrDWNf157IMsHcA0uYSv4bp9e.jpg
2935439,Chae Seo-eun,,,1998-10-23,,1.0,Acting,4.361,https://image.tmdb.org/t/p/original/gwEVDlcIO5kGrKbhyDcTiL95zaO.jpg
1234599,Kim Hye-seong,,"Busan, South Korea",1988-01-14,,2.0,Acting,4.556,https://image.tmdb.org/t/p/original/srOAI66xNTR6QZ5SbqN1gwVYbCv.jpg
1599816,Byung Hun,,"Gunsan, North Jeolla Province, South Korea",1993-11-23,,2.0,Acting,1.844,https://image.tmdb.org/t/p/original/eXGHLTxvnBIAc1jQWOtovKfoOLJ.jpg
3305523,Han Dong-kyu,,,1974-04-23,,2.0,Acting,0.668,
1791371,Bo-Hoon Jung,,,,,,Acting,0.6,
2421361,Kim Doh-yon,,,1991-04-09,,2.0,Acting,2.83,https://image.tmdb.org/t/p/original/uUr2lbaLyh7T3T2iLdHhHRDA1sf.jpg
3757078,Lee Jae Bin,,,,,,Acting,0.6,
3267740,Kim Jeong-wook,,,1980-04-10,,2.0,Acting,0.6,
1330300,Choi Jong-hoon,"Choi Jong Hoon born March 7, 1990 is a South Korean guitarist, musician and actor. He is the leader of the South Korean rock band F.T. Island, where he serves as the lead guitarist, keyboardist, lyricist and composer. Wikipedia","Seoul, South Korea",1990-03-07,,2.0,Acting,1.369,https://image.tmdb.org/t/p/original/pv1ZzgTknGmikThUpPt3e1coq1c.jpg
97142,Jung Ji-woo,,South Korea,1968-05-07,,2.0,Directing,4.426,https://image.tmdb.org/t/p/original/mQUDzhJ7IpKj9qsZTimqKFHKf91.jpg
1178709,Qri,,"Seoul, South Korea",1986-12-12,,1.0,Acting,2.342,https://image.tmdb.org/t/p/original/5ND0Avq6sCxWNKHqGfpO70O6Vnm.jpg
121148,Park Joong-hoon,​Park Joong-hoon is a South Korean film and television actor.,"Seoul, South Korea",1966-03-22,,2.0,Acting,3.141,https://image.tmdb.org/t/p/original/bMkwv1Se8w5qKNztrYgbmIAVqXB.jpg
2396991,Son Sang-yeon,,"Daejeon, South Korea",2002-04-02,,2.0,Acting,10.979,https://image.tmdb.org/t/p/original/pONx9Sz3TG3Se3fPiJ2TX6fET15.jpg
2482161,Park Min-Jung,,South Korea,,,1.0,Acting,2.561,https://image.tmdb.org/t/p/original/wc6N9PrBTXI5KNa3F71xYcoYyVb.jpg
2197280,Seo Sang-won,,,1967-11-11,,2.0,Acting,1.709,
1418578,Kang Ji-woo,,,2008-05-29,,1.0,Acting,3.291,https://image.tmdb.org/t/p/original/3wW3v61h2nqmc4YxwLfU9TXBovz.jpg
1523572,Park Eun-seok,,,1988-02-10,,2.0,Acting,4.412,https://image.tmdb.org/t/p/original/gpLmXPoAo4DsdSeLPYfqE6asfXc.jpg
561199,Nam Bo-ra,,"Seoul, South Korea",1989-11-27,,1.0,Acting,10.435,https://image.tmdb.org/t/p/original/62tB8Dp2D7XqkJV5GvGXcX46dca.jpg
63440,Im Ye-jin,,"Seoul, South Korea",1960-01-24,,1.0,Acting,5.418,https://image.tmdb.org/t/p/original/jJJSTdGqLQ1ePdOM2QHmdopckfG.jpg
564862,Choi Il-hwa,,,1959-05-09,,2.0,Acting,4.639,https://image.tmdb.org/t/p/original/rprN9L7E6sKym1JYbLrgwac2aqj.jpg
1627789,Lee Juck,," Seoul, South Korea",1974-02-28,,2.0,Acting,2.443,https://image.tmdb.org/t/p/original/bf7PyQUBZWFsFa1PcwpTO5rpXRf.jpg
3244773,Kim Jae-won,Kim Jae Won is a South Korean actor and model managed by Mystic Entertainment. He debuted as an actor in the 2021.,,2001-02-09,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/mbTnqW6VHjsRJFufLQrxnNGpUHf.jpg
1620765,Key,,"Daegu, South Korea",1991-09-23,,2.0,Acting,2.164,https://image.tmdb.org/t/p/original/6BAKv1Mhe5fU3OHgLXsLjmYA60s.jpg
1500578,Kang Seok-woo,,Seoul - South Korea,1957-10-01,,,Acting,4.112,https://image.tmdb.org/t/p/original/5cwrtv9XcCLBsCDrL7UoKJXnsOE.jpg
587634,Park Bo-gum,,"Seoul, South Korea",1993-06-16,,2.0,Acting,11.673,https://image.tmdb.org/t/p/original/lITY3WsJOFjlHkP1bJ3PwYhuNnD.jpg
1530941,Henry Lau,"Henry Lau, commonly referred to as Henry, is a Canadian singer, dancer, musician, songwriter, composer, entertainer, model and actor mostly active in South Korea and China. He debuted in 2008 as a member of Super Junior-M. Aside from group activities, he has also produced several songs for various artists, television dramas and is a part of a composing team Noize Bank.  In June 2013, Lau debuted as a solo artist with his first extended play, Trap. It peaked at #2 on South Korea's Gaon Album Chart and spawned the single with the same name, which peaked at 28 on South Korea's Gaon Digital Chart, also peaked at #18 on the Billboard Korea K-Pop Hot 100 Weekly singles.  In April 2018, Lau left SM Entertainment following the expiration of his contract with them and effectively left Super Junior-M.  In July 2018, Lau established his own studio, Henry Workshop.  Later that year, he joined Monster Entertainment Group and signed with Korean label AXIS.","Toronto, Ontario, Canada",1989-10-11,,2.0,Acting,6.795,https://image.tmdb.org/t/p/original/gU1anQpUKJZUDqo4Rjj66HDBaQB.jpg
1353829,Seo Yea-ji,,"Seoul, South Korea",1990-04-06,,1.0,Acting,10.457,https://image.tmdb.org/t/p/original/aFUKF3hh7zQHfsfwCoPM7upvXDs.jpg
1257963,Lee Joon,,"Seoul, South Korea",1988-02-07,,2.0,Acting,5.152,https://image.tmdb.org/t/p/original/bF3Zg2vzl4wUnFgcPhcS1J3Csxe.jpg
2625513,Song Da-Eun,,,,,,Acting,0.6,
3235180,Kang Yeong-seok,,,1991-08-12,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/8bLpHaYzcdgjdTJ1l5O3KYwgMQZ.jpg
1855455,Choi A-ra,,,1993-01-14,,1.0,Acting,4.973,https://image.tmdb.org/t/p/original/zfF5hgQUHuV5FRwnvNTAupylVzE.jpg
1987137,Yoon Sang-ho,,,1968-09-18,,2.0,Directing,1.62,
1497220,Seo Beom-Sik,,South Korea,1970-06-29,,2.0,Acting,4.212,https://image.tmdb.org/t/p/original/onkgik6BGefnkWqkUKV2iCdF0tE.jpg
21689,Ko A-sung,"Go Ah-sung (born 10 August 1992) is a South Korean actress. She began her career as a child actress, notably in 2006 top-grossing blockbuster The Host. This was followed by major roles in Snowpiercer (2013), Thread of Lies (2014) and Office (2015), as well as the TV dramas Master of Study (2010) and Heard It Through the Grapevine (2015).","Seoul, South Korea",1992-08-10,,1.0,Acting,8.08,https://image.tmdb.org/t/p/original/1mN2useZ0YI4aomMKwDjoPep3XY.jpg
1043191,Kim Ye-ryeong,,Seoul - South Korea,1966-03-04,,1.0,Acting,6.121,https://image.tmdb.org/t/p/original/SELcbYEye7UnRoN1KpzUzpSO9E.jpg
2793821,Ha Jung-Min,,,1989-01-11,,1.0,Acting,0.98,
1257634,Im Jung-eun,,"Seoul, Korea",1981-03-31,,1.0,Acting,1.771,https://image.tmdb.org/t/p/original/mQjDL5LIgWTXrcSFa1YYkSgtZsM.jpg
80656,Park Young-kyu,,"Daejeon, South Korea",1953-10-28,,2.0,Acting,2.173,https://image.tmdb.org/t/p/original/f2zbEZscvRAV0TgF1LohQx0bg0y.jpg
1256360,Dong Hyun-bae,"Dong Hyun Bae is a South Korean actor, who was praised for his role in Metamorphosis. He also had his time on stage in the musical 'Grease'. Hyun Bae is the elder brother of Dong Young Bae (Taeyang) of Big Bang.","Uijeongbu, Gyeonggi, South Korea",1983-05-03,,2.0,Acting,6.45,https://image.tmdb.org/t/p/original/kEXaOdMr11N9WVnQqJNDHbkDUq2.jpg
1716008,Lee Sun-bin,"Lee Sun-bin (born Lee Jin-kyung on January 7, 1994) is a South Korean actress and singer. She is known for starring in Squad 38, Missing 9 and Criminal Minds. She joined girl group JQT following Minsun's departure in September 2011, until the group's disbandment in 2012.","Cheonan, South Chungcheong Province, South Korea",1994-01-07,,1.0,Acting,6.193,https://image.tmdb.org/t/p/original/vx2JypZR6mfihOkHKiKpXKHFg9h.jpg
1564775,Alexander Lee Eusebio,,"Hong Kong, China",1988-07-29,,2.0,Acting,0.968,
16288,Lee Mi-sook,,"Danyang County, North Chungcheong Province, South Korea",1960-04-02,,1.0,Acting,8.557,https://image.tmdb.org/t/p/original/x7V9Mmu28eFkbfJYnnIm4w3mY7v.jpg
3156313,Lee Sang-jun,,,1998-03-03,,2.0,Acting,1.506,https://image.tmdb.org/t/p/original/oxvAF7rScEkFeoSA7ByEva2seGl.jpg
3622309,Kim Hyun Wook,,,,,2.0,Acting,0.6,https://image.tmdb.org/t/p/original/fC07dnpN4APJeeZfEFHL2OTtYiU.jpg
2522016,Park Jeong-hwa,"Member of K-pop group ""EXID"".","Anyang, Gyeonggi, South Korea",1995-05-08,,1.0,Acting,2.668,https://image.tmdb.org/t/p/original/rUW6ljODdxzMtm35XAgxsNC4KT9.jpg
2265617,Kim Ha-kyung,,,1992-09-18,,1.0,Acting,4.091,https://image.tmdb.org/t/p/original/9L1rHsBJf2ZmTwWw4fOugWtl1dk.jpg
1979688,Park Jeong-Uk,,,,,2.0,Acting,1.144,https://image.tmdb.org/t/p/original/7Gb8wVZkoJGZD8Ezb6lKixxVvu0.jpg
1442580,Seo Eun-ah,"Seo Eun-ah is a South Korean actress. She graduated from the Korea National University of Arts School of Drama with a major in Acting and a minor in Dance, and began her entertainment career in 2005 by appearing in Dove commercials.",South Korea,1989-02-26,,1.0,Acting,3.272,https://image.tmdb.org/t/p/original/iI4cEnsT2lV0MNbhyn94bxW8OcZ.jpg
2803827,Choi Chan-ho,,,1993-07-08,,2.0,Acting,2.038,https://image.tmdb.org/t/p/original/6r3FrP0tTMGEC3YCon4K4yBjGXo.jpg
1079582,Lee Dae-geun,Lee Dae-geun is a South Korean film and television actor.,South Korea,1943-07-01,,2.0,Acting,3.199,https://image.tmdb.org/t/p/original/zvJVfYiBQMo2ygvn2LssvT8IBvj.jpg
118716,Hong Seok-cheon,,"Cheongyang, North Chungcheong, South Korea",1971-02-03,,2.0,Acting,5.52,https://image.tmdb.org/t/p/original/6I5Dvcyo7lipYH3lnrZocHEp4oz.jpg
112785,Jung Woong-in,,"Jecheon, North Chungcheong , South Korea",1970-01-20,,2.0,Acting,11.207,https://image.tmdb.org/t/p/original/8chD5NkFYH5glIqBt6zyevoQRhK.jpg
1200395,Lee Na-ra,,South Korea,1980-08-22,,1.0,Acting,7.143,https://image.tmdb.org/t/p/original/xgO62zJSOVNVd6nXFJJ3LDzUlFe.jpg
1398346,Choi Ro-woon,,,2007-02-07,,,Acting,3.751,https://image.tmdb.org/t/p/original/aW7KvHDP4KkMrjkMps3n1YoWSJb.jpg
1257644,Chae Sang-woo,,"Cheorwon County, Gangwon Province, South Korea",1999-03-31,,,Acting,3.888,https://image.tmdb.org/t/p/original/oYy6UlIM7eZ9qL6igdi7Pzc6cdn.jpg
2481327,Choi Kyung-min,,,1996-04-21,,1.0,Acting,1.932,https://image.tmdb.org/t/p/original/kUpAjPYcfenMstITdW6C4X0owCA.jpg
2887281,Jang Soon-mi,,,1978-04-09,,1.0,Acting,0.6,https://image.tmdb.org/t/p/original/l57gUhEzY9rX5PPJaC0Vzz6vS1o.jpg
1193921,Lee In-seong,,,,,,Acting,0.608,
2843995,Kim Chan Kyu,,,,,,Acting,0.6,
